Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
1042;MGPI;MGP Ingredients, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55303J1060;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1043;MGRC;McGrath RentCorp;Акции;Акции иностранного эмитента обыкновенные;;US5805891091;ESXXXX;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1044;MGY;Magnolia Oil & Gas Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US5596631094;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1045;MHK;Mohawk Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6081901042;ESVUXR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1046;MHO;M/I Homes, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55305B1017;ESVXXR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1047;MIDD;The Middleby Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5962781010;ESVUXX;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1048;MKC;McCormick & Company, Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US5797802064;ESNUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1049;MKL;Markel Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5705351048;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1050;MKSI;MKS Instruments, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55306N1046;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1051;MKTX;MarketAxess Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57060D1081;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1052;MLAB;Mesa Laboratories, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US59064R1095;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1053;MLCO;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций  Melco Resorts & Entertainment Limited;US5854641009;EDSXFR;1,00;0,01;USD;26.08.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1054;MLKN;MillerKnoll, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6005441000;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1055;MLM;Martin Marietta Materials, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5732841060;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1056;MMC;Marsh & McLennan Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5717481023;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1057;MMI;Marcus & Millichap, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5663241090;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1058;MMM;3M Company;Акции;Акции иностранного эмитента обыкновенные;;US88579Y1010;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1059;MMS;MAXIMUS, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5779331041;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1060;MMSI;Merit Medical Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5898891040;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1061;MNDY;monday.com Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0011762130;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1062;MNRO;Monro, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6102361010;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1063;MNST;Monster Beverage Corporation;Акции;Акции иностранного эмитента обыкновенные;;US61174X1090;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1064;MO;Altria Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02209S1033;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1065;MODG;Topgolf Callaway Brands Corp.;Акции;Акции иностранного эмитента обыкновенные;;US1311931042;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1066;MODV;ModivCare Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60783X1046;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1067;MOH;Molina Healthcare, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60855R1005;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1068;MOMO;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций класса A Hello Group Inc.;US4234031049;EDSXFR;1,00;0,01;USD;26.08.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1069;MORN;Morningstar, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6177001095;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1070;MOS;The Mosaic Company;Акции;Акции иностранного эмитента обыкновенные;;US61945C1036;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1071;MOV;Movado Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6245801062;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1072;MP;MP Materials Corp.;Акции;Акции иностранного эмитента обыкновенные класса A;;US5533681012;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1073;MPC;Marathon Petroleum Corporation;Акции;Акции иностранного эмитента обыкновенные;;US56585A1025;ESVTFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1074;MPW;Medical Properties Trust, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58463J3041;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1075;MPWR;Monolithic Power Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6098391054;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1076;MQ;Marqeta, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US57142B1044;ESVUFR;1,00;0,01;USD;09.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1077;MRC;MRC Global Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55345K1034;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1078;MRK;Merck & Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US58933Y1055;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1079;MRK@DE;MERCK Kommanditgesellschaft auf Aktien;Акции;Акции иностранного эмитента обыкновенные;;DE0006599905;ESVUFB;1,00;0,01;EUR;21.08.2020 0:00:00;;;НЕТ;Эмитенты с листингом в ФРГ
1080;MRNA;Moderna, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60770K1079;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1081;MRO;Marathon Oil Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5658491064;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1082;MRTX;Mirati Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US60468T1051;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1083;MRVI;Maravai LifeSciences Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US56600D1072;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1084;MRVL;Marvell Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5738741041;ESVUFR;1,00;0,01;USD;29.04.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1085;MS;Morgan Stanley;Акции;Акции иностранного эмитента обыкновенные;;US6174464486;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;;НЕТ;Эмитенты с листингом в США
1086;MSA;MSA Safety Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US5534981064;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1087;MSCI;MSCI Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55354G1004;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1088;MSEX;Middlesex Water Company;Акции;Акции иностранного эмитента обыкновенные;;US5966801087;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1089;MSFT;Microsoft Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5949181045;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;;НЕТ;Эмитенты с листингом в США
1090;MSGE;Madison Square Garden Entertainment Corp.;Акции;Акции иностранного эмитента обыкновенные класса A;;US55826T1025;ESVUFR;1,00;0,01;USD;21.04.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1091;MSGS;Madison Square Garden Sports Corp.;Акции;Акции иностранного эмитента обыкновенные класса A;;US55825T1034;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1092;MSI;Motorola Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6200763075;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1093;MSM;MSC Industrial Direct Co., Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US5535301064;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1094;MSTR;MicroStrategy Incorporated;Акции;Акции иностранного эмитента обыкновенные класса A;;US5949724083;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1095;MTB;M&T Bank Corporation;Акции;Акции иностранного эмитента обыкновенные;;US55261F1049;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1096;MTCH;Match Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57667L1070;ESVUFR;1,00;0,01;USD;06.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1097;MTD;Mettler-Toledo International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5926881054;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1098;MTG;MGIC Investment Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5528481030;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1099;MTH;Meritage Homes Corporation;Акции;Акции иностранного эмитента обыкновенные;;US59001A1025;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1100;MTN;Vail Resorts, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US91879Q1094;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1101;MTRN;Materion Corporation;Акции;Акции иностранного эмитента обыкновенные;;US5766901012;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1102;MTTR;Matterport, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US5770961002;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1103;MTX;Minerals Technologies Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6031581068;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1104;MTX@DE;MTU Aero Engines AG;Акции;Акции иностранного эмитента обыкновенные;;DE000A0D9PT0;ESVUFR;1,00;0,01;EUR;01.03.2021 0:00:00;;;НЕТ;Эмитенты с листингом в ФРГ
1105;MU;Micron Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5951121038;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;;НЕТ;Эмитенты с листингом в США
1106;MUR;Murphy Oil Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6267171022;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1107;MUSA;Murphy USA Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6267551025;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1108;MUV2@DE;Munchener Ruckversicherungs-Gesellschaft Aktiengesellschaft in Munchen;Акции;Акции иностранного эмитента обыкновенные;;DE0008430026;ESVTFR;1,00;0,01;EUR;29.09.2020 0:00:00;;;НЕТ;Эмитенты с листингом в ФРГ
1109;MVIS;MicroVision, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US5949603048;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1110;MXL;MaxLinear, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US57776J1007;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1111;MYGN;Myriad Genetics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62855J1043;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1112;MYRG;MYR Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US55405W1045;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1113;NABL;N-able, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62878D1000;ESVUFR;1,00;0,01;USD;23.07.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1114;NARI;Inari Medical, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US45332Y1091;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1115;NATI;National Instruments Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6365181022;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1116;NAVI;Navient Corporation;Акции;Акции иностранного эмитента обыкновенные;;US63938C1080;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1117;NBIX;Neurocrine Biosciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64125C1099;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1118;NCNO;nCino, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US63947X1019;ESVUFR;1,00;0,01;USD;19.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1119;NCR;NCR Corporation;Акции;Акции иностранного эмитента обыкновенные;;US62886E1082;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1120;NDAQ;Nasdaq, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6311031081;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1121;NDSN;Nordson Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6556631025;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1122;NEE;NextEra Energy, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US65339F1012;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1123;NEM;Newmont Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6516391066;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;;НЕТ;Эмитенты с листингом в США
1124;NEO;NeoGenomics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64049M2098;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1125;NEOG;Neogen Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6404911066;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1126;NET;Cloudflare, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US18915M1071;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1127;NEU;NewMarket Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6515871076;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1128;NEWR;New Relic, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64829B1008;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1129;NFE;New Fortress Energy Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US6443931000;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1130;NFG;National Fuel Gas Company;Акции;Акции иностранного эмитента обыкновенные;;US6361801011;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1131;NFLX;Netflix, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64110L1061;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;;НЕТ;Эмитенты с листингом в США
1132;NGVT;Ingevity Corporation;Акции;Акции иностранного эмитента обыкновенные;;US45688C1071;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1133;NIC;Nicolet Bankshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US65406E1029;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1134;NJR;New Jersey Resources Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6460251068;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1135;NKE;NIKE, Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US6541061031;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1136;NKLA;Nikola Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6541101050;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1137;NKTR;Nektar Therapeutics;Акции;Акции иностранного эмитента обыкновенные;;US6402681083;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1138;NLOK;NortonLifeLock Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6687711084;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1139;NLSN;Nielsen Holdings plc;Акции;Акции иностранного эмитента обыкновенные;;GB00BWFY5505;ESVUFR;1,00;0,01;USD;19.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1140;NMIH;NMI Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US6292093050;ESVTFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1141;NOC;Northrop Grumman Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6668071029;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1142;NOK;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  Nokia Corporation;US6549022043;EDSXFR;1,00;0,01;USD;18.05.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1143;NOV;NOV Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62955J1034;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1144;NOVA;Sunnova Energy International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US86745K1043;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1145;NOW;ServiceNow, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US81762P1021;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1146;NPK;National Presto Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6372151042;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1147;NRG;NRG Energy, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6293775085;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;;НЕТ;Эмитенты с листингом в США
1148;NRIX;Nurix Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US67080M1036;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1149;NSC;Norfolk Southern Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6558441084;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1150;NSIT;Insight Enterprises, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US45765U1034;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1151;NSP;Insperity, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US45778Q1076;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1152;NSSC;NAPCO Security Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6304021057;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1153;NTAP;NetApp, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64110D1046;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1154;NTCO;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  Natura &Co Holding S.A.;US63884N1081;EDSXFR;1,00;0,01;USD;10.01.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1155;NTCT;NetScout Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64115T1043;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1156;NTES;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  NetEase, Inc.;US64110W1027;EDSXFR;1,00;0,01;USD;17.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1157;NTGR;NETGEAR, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US64111Q1040;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1158;NTLA;Intellia Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US45826J1051;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1159;NTNX;Nutanix, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US67059N1081;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1160;NTR;Nutrien Ltd.;Акции;Акции иностранного эмитента обыкновенные;;CA67077M1086;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1161;NTRA;Natera, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6323071042;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1162;NTRS;Northern Trust Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6658591044;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1163;NU;Nu Holdings Ltd.;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG6683N1034;ESVUFR;1,00;0,01;USD;09.12.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1164;NUE;Nucor Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6703461052;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1165;NUS;Nu Skin Enterprises, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US67018T1051;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1166;NUVA;NuVasive, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6707041058;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1167;NVAX;Novavax, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6700024010;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1168;NVCR;NovoCure Limited;Акции;Акции иностранного эмитента обыкновенные;;JE00BYSS4X48;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1169;NVDA;NVIDIA Corporation;Акции;Акции иностранного эмитента обыкновенные;;US67066G1040;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1170;NVEE;NV5 Global, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62945V1098;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1171;NVR;NVR, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US62944T1051;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1172;NVRO;Nevro Corp.;Акции;Акции иностранного эмитента обыкновенные;;US64157F1030;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
